,text,tag
7501,"but the real treat comes with the circus bugs ; they're such a likable group of characters -- the standouts are the stick ( hyde-pierce is so good ) , francis the ladybug , and the big fat caterpillar .",pos
7502,this presents the option for kilmer to achieve his goal .,pos
7503,"with the voices of woody allen , gene hackman , jennifer lopez , sylvester stallone , and sharon stone , this computer-animated yak-fest ( think toy story [1996] filled with used merchandising ) is one for the ant-eaters .",neg
7504,many people do not know that wing commander is based on a star wars computer game .,neg
7505,"there are films which have managed to employ a radical shift in tone successfully ( jonathan demme's something wild and neil jordan's the crying game come to mind ) , but they didn't try to draw an audience with the promise of relatively innocuous entertainment .",neg
7506,stephen kessler's jejune direction doesn't help things either .,neg
7507,"the entire plot of "" mission to mars "" is based almost wholeheartedly on outdated and preposterous national enquirer type martian civilization tripe .",neg
7508,"in fact , it might easily resonate more strongly for millions of working class filmgoers who will likely never see it .",pos
7509,"ryan smoothly moves between spunky and vulnerable , with a sexy touch of winsomeness added to the brew .",pos
7510,"in "" batman forever "" , burt ward wanted to be batman's partner and friend .",neg
7511,"movies of this sort require a fine balance and careful tone , and the comedy is usually meant to work as catharsis for the violence .",neg
7512,the casting of high school jocks and cheerleaders as villains is beginning to wear thin .,neg
7513,let me just start this review off by saying i am a huge fan of professional wrestling and have been for fifteen years .,neg
7514,"even though chris o'donnell gave an ok performance in the two batman movies , he does not give even a remotely good or funny performance here and i wanted to boo and throw my pop at the screen to get rid of him .",neg
7515,when it is over whether anything has been established is open to interpretation .,pos
7516,"come to think of it , that may have been a body double .",neg
7517,"at two and a half hours , the movie is overlong and drastically overwritten : there's endless stuff about things which ultimately add up to nothing , and no writing about the material that should really matter .",neg
7518,"soon after , he finds himself surrounded by beautiful women , driving a new car and marveling at the $20 , 000 that somehow surfaced in his bank account .",neg
7519,how will patients be transported to the free clinic ?,neg
7520,"the story , which , like many disney stories , can be described in one long sentence : magoo is the only witness to the theft of a rare jewel from a museum , and , as he is trying to apprehend the thieves on his own , the police mistake him for the robber .",neg
7521,"in that order , i recommend that you rent any one of the alien films , simply to admire the qualities of a creature that actually threatens our heroes .",neg
7522,it was panned by critics but hailed by audiences and in 1997 'chasing amy' came out and was kevin's biggest success to date .,pos
7523,"joe , now motherless as well as fatherless , feels the need to find out who his real father is .",pos
7524,he said he liked home alone 3 much more .,neg
7525,"that is , however , not to say it is a good film , a quality production or anything of the sort .",neg
7526,"like in 1998s "" bulworth "" , when the movie was over i didn't care one little iota about the main character .",neg
7527,alessa is looking for financial security but she makes decisions about large sums of money for her clients .,neg
7528,"commercials that pop up throughout the story , promoting the joys of the joining the troopers .",neg
7529,that's only the beginning .,neg
7530,"unfortunately , either heckerling or the studio is too cowardly to admit if she was subsequently violated . )",neg
7531,"the story she's covering is not really a story , but a story in the making .",neg
7532,"that said , once cohn and company do build some comic momentum , they mishandle it .",neg
7533,why are the guards armed with guns when they already know firearms are ineffectual ?,neg
7534,"in his adaptation of the novel by russell banks , he has made a deeply moving film about a lawyer by transcending the pettiness of law and driving headlong into the deeper meaning of what is loss , and how pitiful monetary and material possessions are when compared to human life .",pos
7535,"the story is about as contrived as contrived gets , and is full of holes .",neg
7536,agent wd-40 ( leslie nielsen ) trying to save the world from an almost deranged madman played by andy griffith .,neg
7537,"contemporary live-action-disney films are not one of my favorties , anyway : they're usually unfunny , alienating , and a big fat bore , at least to anyone over the age of 11 and above the iq of 10 .",pos
7538,"gooding displays one single emotion in this movie , which is frequently on display in lines like `i'm gonna get on yo ass like last year's underwear ! ' and the incessant sputtering of `oh , sh * t ! '",neg
7539,"furthermore , the manor in which all of this material is covered up is truly shameless .",neg
7540,"green's flummoxing of a security guard with psychotic ramblings and his attempt to draw , make music and eat at the same time ( the 'daddy would you like some sausages' scene repeatedly shown in the film's trailer ) are inspired comedy .",neg
